rec_id,cluster_id
rec-105-dup-4,57
rec-105-org,57
rec-1060-org,58
rec-1061-dup-0,59
rec-1061-dup-1,59
rec-1061-org,59
rec-1062-dup-0,60
rec-1062-dup-1,60
rec-1062-dup-2,60
rec-1062-dup-3,60
rec-1062-org,60
rec-1063-org,61
rec-1064-org,62
rec-1065-org,63
rec-1066-org,64
rec-1067-dup-0,65
rec-1067-org,65
rec-1068-org,66
rec-1069-dup-0,67
rec-1069-dup-1,67
rec-1069-dup-2,67
rec-1069-org,67
rec-106-dup-0,68
rec-106-dup-1,68
rec-106-dup-2,68
rec-106-org,68
rec-1070-dup-0,69
rec-1070-org,69
rec-1071-dup-0,70
rec-1071-dup-1,70
rec-1071-dup-2,70
rec-1071-dup-3,70
rec-1071-dup-4,70
rec-1071-org,70
rec-1072-dup-0,71
rec-1072-dup-1,71
rec-1072-dup-2,71
rec-1072-dup-3,71
rec-1072-org,71
rec-1073-dup-0,72
rec-1073-dup-1,72
rec-1073-dup-2,72
rec-1073-dup-3,72
rec-1073-org,72
rec-1074-org,73
rec-1075-dup-0,74
rec-1075-dup-1,74
rec-1075-org,74
rec-1076-dup-0,75
rec-1076-dup-1,75
rec-1076-org,75
rec-1077-dup-0,76
rec-1077-org,76
rec-1078-org,77
rec-1079-org,78
rec-107-dup-0,79
rec-107-dup-1,79
rec-107-dup-2,79
rec-107-dup-3,79
rec-107-dup-4,79
rec-107-org,79
rec-1080-dup-0,80
rec-1080-dup-1,80
rec-1080-dup-2,80
rec-1080-org,80
rec-1081-dup-0,81
rec-1081-dup-1,81
rec-1081-org,81
rec-1082-dup-0,82
rec-1082-org,82
rec-1083-dup-0,83
rec-1083-dup-1,83
rec-1083-dup-2,83
rec-1083-org,83
rec-1084-dup-0,84
rec-1084-dup-1,84
rec-1084-org,84
rec-1085-dup-0,85
rec-1085-dup-1,85
rec-1085-org,85
rec-1086-dup-0,86
rec-1086-org,86
rec-1087-dup-0,87
rec-1087-dup-1,87
rec-1087-dup-2,87
rec-1087-dup-3,87
rec-1087-org,87
rec-1088-org,88
rec-1089-org,89
rec-108-dup-0,90
rec-108-dup-1,90
rec-108-dup-2,90
rec-108-org,90
rec-1090-org,91
rec-1091-dup-0,92
rec-1091-dup-1,92
rec-1091-dup-2,92
rec-1091-org,92
rec-1092-dup-0,93
rec-1092-dup-1,93
rec-1092-dup-2,93
rec-1092-org,93
rec-1093-org,94
rec-1094-dup-0,95
rec-1094-dup-1,95
rec-1094-org,95
rec-1095-dup-0,96
rec-1095-org,96
rec-1096-org,97
rec-1097-dup-0,98
rec-1097-dup-1,98
rec-1097-dup-2,98
rec-1097-dup-3,98
rec-1097-org,98
rec-1098-org,99
rec-1099-dup-0,100
rec-1099-org,100
rec-109-dup-0,101
rec-109-dup-1,101
rec-109-dup-2,101
rec-109-org,101
rec-10-dup-0,102
rec-10-dup-1,102
rec-10-dup-2,102
rec-10-org,102
rec-1100-dup-0,103
rec-1100-dup-1,103
rec-1100-dup-2,103
rec-1100-dup-3,103
rec-1100-dup-4,103
rec-1100-org,103
rec-1101-org,104
rec-1102-dup-0,105
rec-1102-dup-1,105
rec-1102-org,105
rec-1103-dup-0,106
rec-1103-dup-1,106
rec-1103-dup-2,106
rec-1103-dup-3,106
rec-1103-dup-4,106
rec-1103-org,106
rec-1104-dup-0,107
rec-1104-dup-1,107
rec-1104-org,107
rec-1105-dup-0,108
rec-1105-dup-1,108
rec-1105-dup-2,108
rec-1105-org,108
rec-1106-org,109
rec-1107-org,110
rec-1108-dup-0,111
rec-1108-org,111
rec-1109-dup-0,112
rec-1109-dup-1,112
rec-1109-dup-2,112
rec-1109-dup-3,112
rec-1109-dup-4,112
rec-1109-org,112
rec-110-org,113
rec-1110-org,114
rec-1111-dup-0,115
rec-1111-dup-1,115
rec-1111-dup-2,115
rec-1111-dup-3,115
rec-1111-dup-4,115
rec-1111-org,115
rec-1112-org,116
rec-1113-dup-0,117
rec-1113-dup-1,117
rec-1113-dup-2,117
rec-1113-org,117
rec-1114-dup-0,118
rec-1114-dup-1,118
rec-1114-dup-2,118
rec-1114-dup-3,118
rec-1114-org,118
rec-1115-dup-0,119
rec-1115-dup-1,119
rec-1115-org,119
rec-1116-org,120
rec-1117-dup-0,121
rec-1117-dup-1,121
rec-1117-dup-2,121
rec-1117-dup-3,121
rec-1117-org,121
rec-1118-org,122
rec-1119-dup-0,123
rec-1119-org,123
rec-111-dup-0,124
rec-111-org,124
rec-1120-org,125
rec-1121-dup-0,126
rec-1121-org,126
rec-1122-org,127
rec-1123-org,128
rec-1124-dup-0,129
rec-1124-dup-1,129
rec-1124-dup-2,129
rec-1124-dup-3,129
rec-1124-dup-4,129
rec-1124-org,129
rec-1125-org,130
rec-1126-dup-0,131
rec-1126-dup-1,131
rec-1126-dup-2,131
rec-1126-dup-3,131
rec-1126-dup-4,131
rec-1126-org,131
rec-1127-dup-0,132
rec-1127-dup-1,132
rec-1127-dup-2,132
rec-1127-org,132
rec-1128-dup-0,133
rec-1128-dup-1,133
rec-1128-dup-2,133
rec-1128-dup-3,133
rec-1128-dup-4,133
rec-1128-org,133
rec-1129-org,134
rec-112-org,135
rec-1130-dup-0,136
rec-1130-dup-1,136
rec-1130-org,136
rec-1131-dup-0,137
rec-1131-dup-1,137
rec-1131-org,137
rec-1132-dup-0,138
rec-1132-org,138
rec-1133-dup-0,139
rec-1133-dup-1,139
rec-1133-dup-2,139
rec-1133-org,139
rec-1134-dup-0,140
rec-1134-dup-1,140
rec-1134-org,140
rec-1135-dup-0,141
rec-1135-dup-1,141
rec-1135-org,141
rec-1136-dup-0,142
rec-1136-org,142
rec-1137-org,143
rec-1138-dup-0,144
rec-1138-dup-1,144
rec-1138-org,144
rec-1139-org,145
rec-113-org,146
rec-1140-org,147
rec-1141-dup-0,148
rec-1141-org,148
rec-1142-org,149
rec-1143-dup-0,150
rec-1143-dup-1,150
rec-1143-dup-2,150
rec-1143-dup-3,150
rec-1143-org,150
rec-1144-org,151
rec-1145-org,152
rec-1146-org,153
rec-1147-org,154
rec-1148-dup-0,155
rec-1148-dup-1,155
rec-1148-dup-2,155
rec-1148-dup-3,155
rec-1148-org,155
rec-1149-org,156
rec-114-org,157
rec-1150-dup-0,158
rec-1150-org,158
rec-1151-dup-0,159
rec-1151-dup-1,159
rec-1151-dup-2,159
rec-1151-dup-3,159
rec-1151-org,159
rec-1152-dup-0,160
rec-1152-dup-1,160
rec-1152-dup-2,160
rec-1152-dup-3,160
rec-1152-dup-4,160
rec-1152-org,160
rec-1153-org,161
rec-1154-dup-0,162
rec-1154-org,162
rec-1155-dup-0,163
rec-1155-dup-1,163
rec-1155-dup-2,163
rec-1155-dup-3,163
rec-1155-org,163
rec-1156-dup-0,164
rec-1156-dup-1,164
rec-1156-dup-2,164
rec-1156-org,164
rec-1157-dup-0,165
rec-1157-dup-1,165
rec-1157-org,165
rec-1158-dup-0,166
rec-1158-org,166
rec-1159-org,167
rec-115-org,168
rec-1160-dup-0,169
rec-1160-dup-1,169
rec-1160-org,169
rec-1161-dup-0,170
rec-1161-dup-1,170
rec-1161-dup-2,170
rec-1161-dup-3,170
rec-1161-org,170
rec-1162-org,171
rec-1163-dup-0,172
rec-1163-org,172
rec-1164-dup-0,173
rec-1164-dup-1,173
rec-1164-dup-2,173
rec-1164-org,173
rec-1165-dup-0,174
rec-1165-dup-1,174
rec-1165-dup-2,174
rec-1165-org,174
rec-1166-org,175
rec-1167-org,176
rec-1168-dup-0,177
rec-1168-org,177
rec-1169-org,178
rec-116-org,179
rec-1170-org,180
rec-1171-org,181
rec-1172-org,182
rec-1173-dup-0,183
rec-1173-dup-1,183
rec-1173-dup-2,183
rec-1173-dup-3,183
rec-1173-dup-4,183
rec-1173-org,183
rec-1174-org,184
rec-1175-dup-0,185
rec-1175-dup-1,185
rec-1175-dup-2,185
rec-1175-dup-3,185
rec-1175-dup-4,185
rec-1175-org,185
rec-1176-dup-0,186
rec-1176-dup-1,186
rec-1176-org,186
rec-1177-org,187
rec-1178-org,188
rec-1179-dup-0,189
rec-1179-dup-1,189
rec-1179-dup-2,189
rec-1179-org,189
rec-117-dup-0,190
rec-117-dup-1,190
rec-117-org,190
rec-1180-dup-0,191
rec-1180-org,191
rec-1181-org,192
rec-1182-dup-0,193
rec-1182-dup-1,193
rec-1182-dup-2,193
rec-1182-org,193
rec-1183-dup-0,194
rec-1183-org,194
rec-1184-org,195
rec-1185-dup-0,196
rec-1185-org,196
rec-1186-dup-0,197
rec-1186-org,197
rec-1187-org,198
rec-1188-org,199
rec-1189-org,200
rec-118-dup-0,201
rec-118-dup-1,201
rec-118-org,201
rec-1190-dup-0,202
rec-1190-dup-1,202
rec-1190-org,202
rec-1191-dup-0,203
rec-1191-dup-1,203
rec-1191-dup-2,203
rec-1191-dup-3,203
rec-1191-org,203
rec-1192-org,204
rec-1193-dup-0,205
rec-1193-dup-1,205
rec-1193-dup-2,205
rec-1193-dup-3,205
rec-1193-org,205
rec-1194-org,206
rec-1195-org,207
rec-1196-dup-0,208
rec-1196-dup-1,208
rec-1196-org,208
rec-1197-org,209
rec-1198-org,210
rec-1199-org,211
rec-119-dup-0,212
rec-119-org,212
rec-11-org,213
rec-1200-dup-0,214
rec-1200-dup-1,214
rec-1200-dup-2,214
rec-1200-dup-3,214
rec-1200-dup-4,214
rec-1200-org,214
rec-1201-dup-0,215
rec-1201-org,215
rec-1202-org,216
rec-1203-dup-0,217
rec-1203-org,217
rec-1204-org,218
rec-1205-org,219
rec-1206-org,220
rec-1207-dup-0,221
rec-1207-dup-1,221
rec-1207-dup-2,221
rec-1207-dup-3,221
rec-1207-org,221
rec-1208-org,222
rec-1209-org,223
rec-120-org,224
rec-1210-dup-0,225
rec-1210-dup-1,225
rec-1210-dup-2,225
rec-1210-org,225
rec-1211-dup-0,226
rec-1211-org,226
rec-1212-dup-0,227
rec-1212-dup-1,227
rec-1212-org,227
rec-1213-org,228
rec-1214-dup-0,229
rec-1214-org,229
rec-1215-org,230
rec-1216-dup-0,231
rec-1216-dup-1,231
rec-1216-dup-2,231
rec-1216-org,231
rec-1217-dup-0,232
rec-1217-dup-1,232
rec-1217-dup-2,232
rec-1217-dup-3,232
rec-1217-org,232
rec-1218-dup-0,233
rec-1218-org,233
rec-1219-org,234
rec-121-dup-0,235
rec-121-dup-1,235
rec-121-dup-2,235
rec-121-dup-3,235
rec-121-org,235
rec-1220-dup-0,236
rec-1220-dup-1,236
rec-1220-org,236
rec-1221-org,237
rec-1222-dup-0,238
rec-1222-dup-1,238
rec-1222-dup-2,238
rec-1222-org,238
rec-1223-dup-0,239
rec-1223-org,239
rec-1224-dup-0,240
rec-1224-org,240
rec-1225-org,241
rec-1226-dup-0,242
rec-1226-org,242
rec-1227-dup-0,243
rec-1227-org,243
rec-1228-dup-0,244
rec-1228-dup-1,244
rec-1228-dup-2,244
rec-1228-dup-3,244
rec-1228-dup-4,244
rec-1228-org,244
rec-1229-dup-0,245
rec-1229-dup-1,245
rec-1229-dup-2,245
rec-1229-org,245
rec-122-org,246
rec-1230-dup-0,247
rec-1230-dup-1,247
rec-1230-org,247
rec-1231-org,248
rec-1232-dup-0,249
rec-1232-dup-1,249
rec-1232-dup-2,249
rec-1232-dup-3,249
rec-1232-dup-4,249
rec-1232-org,249
rec-1233-org,250
rec-1234-dup-0,251
rec-1234-dup-1,251
rec-1234-org,251
rec-1235-org,252
rec-1236-dup-0,253
rec-1236-dup-1,253
rec-1236-dup-2,253
rec-1236-dup-3,253
rec-1236-org,253
rec-1237-org,254
rec-1238-org,255
rec-1239-org,256
rec-123-org,257
rec-1240-dup-0,258
rec-1240-org,258
rec-1241-dup-0,259
rec-1241-dup-1,259
rec-1241-org,259
rec-1242-dup-0,260
rec-1242-dup-1,260
rec-1242-dup-2,260
rec-1242-dup-3,260
rec-1242-dup-4,260
rec-1242-org,260
rec-1243-dup-0,261
rec-1243-dup-1,261
rec-1243-dup-2,261
rec-1243-dup-3,261
rec-1243-org,261
rec-1244-dup-0,262
rec-1244-dup-1,262
rec-1244-dup-2,262
rec-1244-dup-3,262
rec-1244-org,262
rec-1245-org,263
rec-1246-org,264
rec-1247-dup-0,265
rec-1247-dup-1,265
rec-1247-org,265
rec-1248-dup-0,266
rec-1248-dup-1,266
rec-1248-dup-2,266
rec-1248-org,266
rec-1249-dup-0,267
rec-1249-dup-1,267
rec-1249-org,267
rec-124-org,268
rec-1250-dup-0,269
rec-1250-dup-1,269
rec-1250-org,269
rec-1251-org,270
rec-1252-dup-0,271
rec-1252-dup-1,271
rec-1252-org,271
rec-1253-org,272
rec-1254-org,273
rec-1255-dup-0,274
rec-1255-org,274
rec-1256-dup-0,275
rec-1256-org,275
rec-1257-org,276
rec-1258-dup-0,277
rec-1258-org,277
rec-1259-dup-0,278
rec-1259-org,278
rec-125-dup-0,279
rec-125-dup-1,279
rec-125-dup-2,279
rec-125-dup-3,279
rec-125-org,279
rec-1260-dup-0,280
rec-1260-dup-1,280
rec-1260-dup-2,280
rec-1260-org,280
rec-1261-dup-0,281
rec-1261-dup-1,281
rec-1261-dup-2,281
rec-1261-org,281
rec-1262-dup-0,282
rec-1262-org,282
rec-1263-org,283
rec-1264-org,284
rec-1265-dup-0,285
rec-1265-dup-1,285
rec-1265-org,285
rec-1266-org,286
rec-1267-org,287
rec-1268-org,288
rec-1269-org,289
rec-126-dup-0,290
rec-126-dup-1,290
rec-126-dup-2,290
rec-126-dup-3,290
rec-126-org,290
rec-1270-org,291
rec-1271-dup-0,292
rec-1271-dup-1,292
rec-1271-dup-2,292
rec-1271-dup-3,292
rec-1271-org,292
rec-1272-dup-0,293
rec-1272-dup-1,293
rec-1272-org,293
rec-1273-dup-0,294
rec-1273-dup-1,294
rec-1273-dup-2,294
rec-1273-dup-3,294
rec-1273-org,294
rec-1274-org,295
rec-1275-dup-0,296
rec-1275-dup-1,296
rec-1275-dup-2,296
rec-1275-org,296
rec-1276-dup-0,297
rec-1276-org,297
rec-1277-dup-0,298
rec-1277-dup-1,298
rec-1277-dup-2,298
rec-1277-dup-3,298
rec-1277-org,298
rec-1278-dup-0,299
rec-1278-dup-1,299
rec-1278-org,299
rec-1279-org,300
rec-127-org,301
rec-1280-dup-0,302
rec-1280-dup-1,302
rec-1280-dup-2,302
rec-1280-dup-3,302
rec-1280-org,302
rec-1281-dup-0,303
rec-1281-org,303
rec-1282-dup-0,304
rec-1282-org,304
rec-1283-org,305
rec-1284-org,306
rec-1285-org,307
rec-1286-dup-0,308
rec-1286-dup-1,308
rec-1286-dup-2,308
rec-1286-org,308
rec-1287-org,309
rec-1288-org,310
rec-1289-dup-0,311
rec-1289-org,311
rec-128-dup-0,312
rec-128-org,312
rec-1290-dup-0,313
rec-1290-dup-1,313
rec-1290-dup-2,313
rec-1290-org,313
rec-1291-dup-0,314
rec-1291-org,314
rec-1292-org,315
rec-1293-dup-0,316
rec-1293-dup-1,316
rec-1293-org,316
rec-1294-org,317
rec-1295-org,318
rec-1296-dup-0,319
rec-1296-dup-1,319
rec-1296-dup-2,319
rec-1296-org,319
rec-1297-org,320
rec-1298-dup-0,321
rec-1298-dup-1,321
rec-1298-dup-2,321
rec-1298-dup-3,321
rec-1298-dup-4,321
rec-1298-org,321
rec-1299-org,322
rec-129-org,323
rec-12-dup-0,324
rec-12-dup-1,324
rec-12-dup-2,324
rec-12-dup-3,324
rec-12-dup-4,324
rec-12-org,324
rec-1300-org,325
rec-1301-dup-0,326
rec-1301-dup-1,326
rec-1301-org,326
rec-1302-dup-0,327
rec-1302-dup-1,327
rec-1302-dup-2,327
rec-1302-org,327
rec-1303-dup-0,328
rec-1303-org,328
rec-1304-dup-0,329
rec-1304-dup-1,329
rec-1304-dup-2,329
rec-1304-org,329
rec-1305-dup-0,330
rec-1305-dup-1,330
rec-1305-org,330
rec-1306-org,331
rec-1307-dup-0,332
rec-1307-dup-1,332
rec-1307-dup-2,332
rec-1307-dup-3,332
rec-1307-dup-4,332
rec-1307-org,332
rec-1308-org,333
rec-1309-org,334
rec-130-org,335
rec-1310-dup-0,336
rec-1310-org,336
rec-1311-org,337
rec-1312-dup-0,338
rec-1312-dup-1,338
rec-1312-org,338
rec-1313-dup-0,339
rec-1313-org,339
rec-1314-dup-0,340
rec-1314-dup-1,340
rec-1314-dup-2,340
rec-1314-dup-3,340
rec-1314-org,340
rec-1315-org,341
rec-1316-dup-0,342
rec-1316-dup-1,342
rec-1316-dup-2,342
rec-1316-dup-3,342
rec-1316-dup-4,342
rec-1316-org,342
rec-1317-org,343
rec-1318-dup-0,344
rec-1318-dup-1,344
rec-1318-dup-2,344
rec-1318-org,344
rec-1319-org,345
rec-131-dup-0,346
rec-131-org,346
rec-1320-dup-0,347
rec-1320-dup-1,347
rec-1320-dup-2,347
rec-1320-dup-3,347
rec-1320-dup-4,347
rec-1320-org,347
rec-1321-dup-0,348
rec-1321-org,348
rec-1322-dup-0,349
rec-1322-dup-1,349
rec-1322-dup-2,349
rec-1322-dup-3,349
rec-1322-org,349
rec-1323-org,350
rec-1324-dup-0,351
rec-1324-dup-1,351
rec-1324-org,351
rec-1325-org,352
rec-1326-org,353
rec-1327-dup-0,354
rec-1327-org,354
rec-1328-org,355
rec-1329-dup-0,356
rec-1329-dup-1,356
rec-1329-dup-2,356
rec-1329-dup-3,356
rec-1329-dup-4,356
rec-1329-org,356
rec-132-org,357
rec-1330-org,358
rec-1331-org,359
rec-1332-dup-0,360
rec-1332-dup-1,360
rec-1332-org,360
rec-1333-org,361
rec-1334-dup-0,362
rec-1334-dup-1,362
rec-1334-dup-2,362
rec-1334-org,362
rec-1335-dup-0,363
rec-1335-dup-1,363
rec-1335-dup-2,363
rec-1335-dup-3,363
rec-1335-org,363
rec-1336-dup-0,364
rec-1336-org,364
rec-1337-dup-0,365
rec-1337-dup-1,365
rec-1337-dup-2,365
rec-1337-dup-3,365
rec-1337-org,365
rec-1338-dup-0,366
rec-1338-org,366
rec-1339-org,367
rec-133-dup-0,368
rec-133-dup-1,368
rec-133-dup-2,368
rec-133-dup-3,368
rec-133-dup-4,368
rec-133-org,368
rec-1340-dup-0,369
rec-1340-dup-1,369
rec-1340-org,369
rec-1341-dup-0,370
rec-1341-org,370
rec-1342-dup-0,371
rec-1342-dup-1,371
rec-1342-dup-2,371
rec-1342-org,371
rec-1343-dup-0,372
rec-1343-dup-1,372
rec-1343-dup-2,372
rec-1343-org,372
rec-1344-dup-0,373
rec-1344-dup-1,373
rec-1344-org,373
rec-1345-dup-0,374
rec-1345-org,374
rec-1346-org,375
rec-1347-org,376
rec-1348-dup-0,377
rec-1348-dup-1,377
rec-1348-dup-2,377
rec-1348-org,377
rec-1349-org,378
rec-134-org,379
rec-1350-org,380
rec-1351-org,381
rec-1352-org,382
rec-1353-dup-0,383
rec-1353-dup-1,383
rec-1353-org,383
rec-1354-org,384
rec-1355-dup-0,385
rec-1355-org,385
rec-1356-org,386
rec-1357-dup-0,387
rec-1357-org,387
rec-1358-org,388
rec-1359-org,389
rec-135-dup-0,390
rec-135-dup-1,390
rec-135-org,390
rec-1360-org,391
rec-1361-dup-0,392
rec-1361-dup-1,392
rec-1361-dup-2,392
rec-1361-org,392
rec-1362-dup-0,393
rec-1362-org,393
rec-1363-dup-0,394
rec-1363-dup-1,394
rec-1363-dup-2,394
rec-1363-org,394
rec-1364-dup-0,395
rec-1364-dup-1,395
rec-1364-dup-2,395
rec-1364-dup-3,395
rec-1364-dup-4,395
rec-1364-org,395
rec-1365-dup-0,396
rec-1365-dup-1,396
rec-1365-org,396
rec-1366-org,397
rec-1367-org,398
rec-1368-dup-0,399
rec-1368-org,399
rec-1369-org,400
rec-136-org,401
rec-1370-dup-0,402
rec-1370-org,402
rec-1371-dup-0,403
rec-1371-org,403
rec-1372-org,404
rec-1373-org,405
rec-1374-org,406
rec-1375-dup-0,407
rec-1375-dup-1,407
rec-1375-dup-2,407
rec-1375-org,407
rec-1376-dup-0,408
rec-1376-org,408
rec-1377-dup-0,409
rec-1377-dup-1,409
rec-1377-org,409
rec-1378-dup-0,410
rec-1378-org,410
rec-1379-dup-0,411
rec-1379-dup-1,411
rec-1379-dup-2,411
rec-1379-dup-3,411
rec-1379-dup-4,411
rec-1379-org,411
rec-137-org,412
rec-1380-org,413
rec-1381-dup-0,414
rec-1381-dup-1,414
rec-1381-org,414
rec-1382-dup-0,415
rec-1382-org,415
rec-1383-dup-0,416
rec-1383-dup-1,416
rec-1383-dup-2,416
rec-1383-org,416
rec-1384-org,417
rec-1385-org,418
rec-1386-org,419
rec-1387-dup-0,420
rec-1387-org,420
rec-1388-dup-0,421
rec-1388-dup-1,421
rec-1388-org,421
rec-1389-dup-0,422
rec-1389-dup-1,422
rec-1389-org,422
rec-138-dup-0,423
rec-138-dup-1,423
rec-138-dup-2,423
rec-138-org,423
rec-1390-org,424
rec-1391-org,425
rec-1392-org,426
rec-1393-dup-0,427
rec-1393-org,427
rec-1394-dup-0,428
rec-1394-org,428
rec-1395-org,429
rec-1396-org,430
rec-1397-dup-0,431
rec-1397-dup-1,431
rec-1397-org,431
rec-1398-org,432
rec-1399-org,433
rec-139-dup-0,434
rec-139-dup-1,434
rec-139-org,434
rec-13-dup-0,435
rec-13-org,435
rec-1400-org,436
rec-1401-dup-0,437
rec-1401-org,437
rec-1402-org,438
rec-1403-dup-0,439
rec-1403-dup-1,439
rec-1403-dup-2,439
rec-1403-dup-3,439
rec-1403-dup-4,439
rec-1403-org,439
rec-1404-dup-0,440
rec-1404-org,440
rec-1405-org,441
rec-1406-org,442
rec-1407-dup-0,443
rec-1407-dup-1,443
rec-1407-org,443
rec-1408-org,444
rec-1409-org,445
rec-140-dup-0,446
rec-140-dup-1,446
rec-140-org,446
rec-1410-dup-0,447
rec-1410-dup-1,447
rec-1410-dup-2,447
rec-1410-dup-3,447
rec-1410-dup-4,447
rec-1410-org,447
rec-1411-dup-0,448
rec-1411-dup-1,448
rec-1411-dup-2,448
rec-1411-org,448
rec-1412-org,449
rec-1413-org,450
rec-1414-org,451
rec-1415-org,452
rec-1416-dup-0,453
rec-1416-dup-1,453
rec-1416-dup-2,453
rec-1416-dup-3,453
rec-1416-org,453
rec-1417-dup-0,454
rec-1417-dup-1,454
rec-1417-dup-2,454
rec-1417-dup-3,454
rec-1417-dup-4,454
rec-1417-org,454
rec-1418-dup-0,455
rec-1418-dup-1,455
rec-1418-dup-2,455
rec-1418-dup-3,455
rec-1418-dup-4,455
rec-1418-org,455
rec-1419-dup-0,456
rec-1419-dup-1,456
rec-1419-dup-2,456
rec-1419-org,456
rec-141-dup-0,457
rec-141-dup-1,457
rec-141-dup-2,457
rec-141-dup-3,457
rec-141-org,457
rec-1420-dup-0,458
rec-1420-dup-1,458
rec-1420-dup-2,458
rec-1420-dup-3,458
rec-1420-dup-4,458
rec-1420-org,458
rec-1421-dup-0,459
rec-1421-org,459
rec-1422-dup-0,460
rec-1422-org,460
rec-1423-org,461
rec-1424-dup-0,462
rec-1424-org,462
rec-1425-dup-0,463
rec-1425-org,463
rec-1426-dup-0,464
rec-1426-dup-1,464
rec-1426-org,464
rec-1427-dup-0,465
rec-1427-dup-1,465
rec-1427-org,465
rec-1428-org,466
rec-1429-org,467
rec-142-org,468
rec-1430-dup-0,469
rec-1430-org,469
rec-1431-org,470
rec-1432-org,471
rec-1433-dup-0,472
rec-1433-org,472
rec-1434-org,473
rec-1435-dup-0,474
rec-1435-org,474
rec-1436-org,475
rec-1437-dup-0,476
rec-1437-dup-1,476
rec-1437-org,476
rec-1438-dup-0,477
rec-1438-dup-1,477
rec-1438-dup-2,477
rec-1438-dup-3,477
rec-1438-org,477
rec-1439-org,478
rec-143-dup-0,479
rec-143-dup-1,479
rec-143-dup-2,479
rec-143-dup-3,479
rec-143-org,479
rec-1440-org,480
rec-1441-org,481
